#Gender,Age,Heightin,Weightlbs,WritingPreference
M,28,73,228,R
M,29,68,184,R
M,33,74,205,L
M,21,64,160,L
M,25,75,225,R
M,22,69,190,R
M,22,71,253,R
M,29,74,209,R
M,24,67,165,L
M,25,72,178,R
M,28,68,230,R
M,31,71,194,R
M,38,71,220,R
M,49,69,188,R
M,30,71,210,L
M,42,71,219,R
M,33,66,135,R
M,24,66,190,R
M,27,70,160,R
M,33,64,178,R
M,18,68,143,R
M,22,71,175,R
M,29,70,220,R
M,40,65,140,R
M,26,67,190,R
M,25,70,220,R
M,48,69,173,R
M,21,71,170,R
M,23,70,230,R
M,22,68,135,R
M,19,71,180,R
M,22,70,178,L
M,46,67,180,R
M,30,67,150,L
M,30,67,140,R
M,40,70,202,L
M,52,66,140,R
M,29,72,240,L
M,33,72,230,R
M,21,69,230,R
M,21,67,185,R
M,31,74,247,L
M,26,72,230,R
M,37,69,160,R
M,22,73,238,R
M,22,65,130,R
M,21,73,173,R
M,25,71,204,R
M,27,75,168,R
M,45,75,310,R
M,36,70,159,R
M,31,69,175,R
M,27,69,160,L
M,19,63,130,R
M,37,69,180,R
M,22,72,160,R
M,20,66,157,R
M,31,74,250,R
M,46,64,147,R
M,29,69,210,R
M,27,76,235,R
M,42,74,220,R
M,35,73,192,R
M,40,68,168,R
M,43,71,200,R
M,25,70,152,R
M,25,71,185,R
M,38,75,193,R
M,32,71,230,L
M,35,75,225,R
M,21,71,203,R
M,21,66,152,R
M,22,68,198,R
M,24,68,257,R
M,25,69,175,R
M,29,72,169,N
M,20,73,182,R
M,22,69,143,L
M,28,68,197,R
M,23,65,145,L
M,21,66,144,R
M,19,72,187,R
M,20,70,192,R
M,20,67,184,L
M,25,68,220,R
M,21,66,172,R
M,24,68,180,R
M,26,71,209,R
M,24,71,180,R
M,20,73,215,R
M,21,70,198,R
M,25,61,135,R
M,19,72,150,R
M,31,67,173,R
M,48,67,177,R
M,40,64,165,R
M,26,70,165,R
M,43,66,230,R
M,21,71,223,R
M,26,68,173,R
M,22,73,218,L
M,21,70,171,R
M,22,73,185,R
M,21,73,200,L
M,21,71,165,R
M,21,72,200,R
M,23,68,170,L
M,20,72,175,R
M,28,74,225,R
M,20,70,160,R
M,28,70,175,R
M,24,77,212,R
M,27,75,210,R
M,27,68,180,R
M,23,71,180,R
M,30,73,216,R
M,47,71,211,R
M,20,68,165,L
M,24,70,183,R
M,24,69,200,R
M,22,66,135,R
M,20,72,218,R
M,22,73,223,R
M,27,71,217,R
M,26,67,170,R
M,25,74,190,R
M,20,69,200,R
M,26,65,167,R
M,26,68,145,R
M,29,66,180,R
M,34,69,171,R
M,20,72,185,R
M,24,66,165,R
M,41,72,235,L
M,37,71,200,R
M,20,72,170,R
M,24,74,207,R
M,43,73,200,R
M,34,60,210,R
M,33,75,220,R
M,40,72,194,R
M,29,71,205,R
M,39,72,160,R
M,26,75,190,R
M,37,72,180,R
M,21,72,186,R
M,41,67,175,R
M,30,72,220,R
M,38,74,233,R
M,35,67,170,R
M,26,70,175,R
M,37,68,155,R
M,22,70,170,L
M,33,69,165,R
M,30,64,140,R
M,37,66,135,R
M,29,69,182,R
M,42,72,201,R
M,31,65,165,R
M,32,72,200,R
M,29,76,230,R
M,36,68,172,R
M,31,71,200,R
M,26,69,160,R
M,47,67,155,R
M,32,63,158,R
M,30,73,208,R
M,22,68,150,R
M,35,72,208,R
M,53,68,209,R
M,37,71,220,R
M,42,66,168,R
M,44,73,226,L
M,26,69,225,R
M,23,74,235,R
M,24,75,265,R
M,24,69,148,R
M,22,69,165,R
M,29,67,157,R
M,22,75,173,L
M,25,65,170,R
M,39,70,255,R
M,39,74,247,R
M,31,71,198,R
M,36,72,228,R
M,25,65,150,R
M,37,68,193,R
M,38,66,193,L
M,29,69,203,L
M,35,69,172,L
M,37,67,175,L
M,38,69,158,R
M,31,75,190,R
M,39,71,180,R
M,36,72,175,R
M,42,69,215,R
M,22,74,200,R
M,31,66,203,R
M,28,77,215,R
M,21,70,185,R
M,25,71,160,R
M,28,69,180,R
M,34,70,156,R
M,33,68,182,R
M,28,70,140,R
M,31,71,185,R
M,38,70,200,R
M,29,66,128,R
M,28,63,135,R
M,31,68,183,R
M,24,72,180,R
M,25,74,207,R
M,35,69,230,R
M,25,70,225,L
M,28,72,300,R
M,30,68,195,R
M,20,72,165,R
M,33,69,185,R
M,26,73,175,R
M,31,69,225,R
M,22,72,200,R
M,23,68,201,R
M,19,74,212,L
M,23,64,153,R
M,25,71,162,R
M,21,71,200,R
M,28,71,176,R
M,28,71,206,N
M,34,76,180,R
M,25,71,145,R
M,30,65,164,R
M,33,68,170,L
M,39,66,195,L
M,24,71,200,R
M,34,69,184,R
M,21,72,234,R
M,20,70,150,R
M,30,74,210,R
M,27,73,230,R
M,24,73,210,R
M,22,72,250,R
M,27,65,160,L
M,38,70,210,R
M,34,69,195,L
M,32,69,180,R
M,33,70,185,R
M,25,69,155,R
M,31,71,215,R
M,31,66,168,R
M,37,72,256,L
M,33,69,165,R
M,31,72,205,R
M,34,75,200,R
M,41,69,190,R
M,38,71,225,R
M,31,72,175,R
M,23,69,140,R
M,23,70,217,R
M,25,73,180,L
M,29,69,150,R
M,25,71,235,R
M,46,67,167,R
M,34,71,190,R
M,40,68,198,R
M,40,73,180,L
M,27,73,225,R
M,27,74,205,R
M,21,64,154,R
M,21,69,154,L
M,22,70,156,R
M,26,71,148,R
M,26,67,180,R
M,35,65,146,R
M,27,70,200,R
M,25,75,163,R
M,26,70,150,L
M,25,72,230,R
M,25,71,180,R
M,27,76,280,R
M,41,68,181,R
M,21,65,155,R
M,38,75,248,L
M,23,67,173,R
M,37,66,167,R
M,32,71,160,R
M,22,69,185,R
M,40,67,185,R
M,23,67,135,R
M,23,69,210,R
M,27,68,195,L
M,24,68,165,R
M,26,76,220,R
M,29,68,197,L
M,27,67,230,R
M,23,71,250,R
M,38,69,188,R
M,22,72,195,L
M,29,75,225,L
M,25,72,182,R
M,29,74,275,L
M,38,69,155,R
M,25,69,160,R
M,25,66,207,R
M,29,68,165,R
M,40,68,230,R
M,29,70,198,R
M,45,73,150,L
M,42,70,204,R
M,37,74,235,L
M,37,71,240,R
M,22,68,165,R
M,20,68,210,R
M,26,65,167,R
M,30,66,183,R
M,36,73,225,L
M,27,73,205,R
M,26,70,198,L
M,45,74,230,L
M,50,69,176,R
M,26,68,140,R
M,29,69,200,R
M,30,66,145,R
M,30,68,155,R
M,31,70,171,N
M,33,68,149,R
M,31,71,190,R
M,23,69,180,R
M,23,77,300,R
M,22,71,195,R
M,43,68,142,R
M,47,73,160,L
M,32,71,180,R
M,27,73,180,R
M,22,72,230,R
M,29,72,255,R
M,36,69,178,R
M,40,68,211,R
M,22,73,230,R
M,22,66,188,R
M,22,68,195,R
M,29,75,260,R
M,19,66,162,L
M,22,73,170,R
M,41,67,170,R
M,29,72,210,R
M,26,72,228,R
M,43,71,183,R
M,37,72,200,R
M,21,72,153,L
M,35,65,214,R
M,21,66,184,R
M,30,70,200,R
M,32,69,210,R
M,19,74,231,R
M,34,72,220,R
M,26,72,218,R
M,20,69,155,R
M,26,68,155,R
M,25,71,215,R
M,31,68,213,L
M,39,67,134,R
M,38,70,189,R
M,23,73,215,R
M,27,71,180,R
M,20,72,156,R
M,35,73,215,R
M,28,73,190,R
M,36,69,155,R
M,39,73,180,R
M,40,68,200,R
M,29,74,195,R
M,31,65,195,R
M,30,68,205,R
M,26,73,155,R
M,28,70,187,R
M,26,66,180,R
M,29,73,190,R
M,23,70,184,R
M,39,69,190,R
M,31,77,210,R
M,22,76,185,R
M,25,68,193,R
M,36,71,240,R
M,26,66,137,R
M,27,74,260,R
M,32,69,217,R
M,34,70,175,R
M,26,74,181,R
M,25,70,190,R
M,39,75,245,R
M,24,72,195,R
M,38,77,225,R
M,23,76,265,R
M,20,72,170,R
M,26,70,250,L
M,44,66,187,R
M,25,68,170,R
M,33,72,180,R
M,31,71,188,R
M,30,70,205,R
M,27,72,210,N
M,37,67,147,R
M,27,72,172,N
M,28,70,270,L
M,23,75,200,R
M,26,73,230,R
M,23,69,175,R
M,23,70,200,R
M,22,69,211,R
M,36,67,165,R
M,26,69,175,R
M,27,72,215,R
M,25,75,250,R
M,19,71,210,R
M,27,69,145,L
M,22,67,165,R
M,27,72,193,R
M,28,67,192,R
M,46,67,135,R
M,22,72,225,R
M,28,71,180,R
M,29,71,160,R
M,20,72,200,R
M,28,71,130,R
M,28,70,215,R
M,28,73,189,R
M,28,74,178,R
M,26,69,175,R
M,18,71,194,R
M,23,68,150,R
M,25,67,215,R
M,38,75,195,L
M,19,68,140,R
M,46,69,167,R
M,31,71,180,R
M,21,70,155,R
M,26,75,207,L
M,40,70,215,R
M,25,75,195,R
M,37,74,195,R
M,35,68,165,R
M,23,73,227,N
M,27,68,195,R
M,26,71,152,R
M,24,70,138,L
M,22,65,160,R
M,42,63,135,R
M,22,75,255,R
M,19,68,135,R
M,24,69,182,R
M,29,68,180,R
M,22,68,200,R
M,26,73,152,L
M,22,73,220,R
M,23,73,186,R
M,35,73,230,R
M,22,68,155,R
M,33,69,185,R
M,20,70,160,R
M,31,72,175,R
M,39,69,185,L
M,40,70,180,R
M,44,73,200,R
M,46,71,197,R
M,43,70,178,R
M,26,71,175,L
M,27,72,200,R
M,22,65,180,R
M,26,71,155,R
M,30,69,160,R
M,21,69,217,L
M,19,70,150,R
M,22,69,182,R
M,30,71,222,R
M,22,74,195,R
M,29,72,190,R
M,20,70,140,R
M,22,69,160,R
M,27,69,185,R
M,37,64,137,R
M,30,67,158,R
M,41,73,195,R
M,47,70,192,R
M,48,67,180,R
M,37,71,175,L
M,42,75,260,R
M,35,73,195,R
M,20,70,165,R
M,20,71,165,R
M,23,69,210,L
M,45,66,128,L
M,21,70,200,R
M,21,72,170,R
M,21,67,165,L
M,25,69,145,R
M,20,69,185,R
M,25,66,130,R
M,23,69,210,R
M,40,72,190,L
M,38,72,210,R
M,38,73,202,R
M,30,73,150,R
M,19,67,126,R
M,22,73,180,R
M,20,73,185,L
M,21,70,210,R
M,21,73,195,R
M,27,72,200,R
M,25,75,270,R
M,21,70,220,R
M,24,72,160,R
M,20,67,180,R
M,34,72,212,R
M,26,68,174,R
M,24,67,180,R
M,20,67,156,R
M,26,69,165,L
M,23,74,190,R
M,27,71,250,R
M,29,72,240,R
M,27,72,236,R
M,21,72,180,R
M,29,69,179,R
M,20,71,236,R
M,37,69,158,R
M,20,72,200,R
M,37,75,255,R
M,26,76,270,R
M,26,66,140,R
M,25,77,280,R
M,23,73,220,R
M,24,70,200,R
M,20,60,220,R
M,36,67,180,R
M,20,72,170,R
M,39,70,209,R
M,22,69,172,R
M,54,65,182,R
M,50,69,214,L
M,29,68,165,R
M,30,73,235,R
M,54,69,195,R
M,47,69,178,R
M,30,73,225,R
M,45,70,210,R
M,26,68,128,R
M,41,70,195,L
M,28,71,206,R
M,35,69,172,L
M,41,69,175,L
M,25,67,195,N
M,42,73,230,R
M,27,69,190,R
M,25,74,210,L
M,35,68,175,R
M,27,68,185,R
M,20,69,164,R
M,32,70,175,R
M,49,70,210,R
M,47,71,195,R
M,31,78,245,R
M,37,74,215,R
M,52,67,157,R
M,32,67,155,R
M,55,70,200,L
M,31,73,170,L
M,36,68,190,R
M,27,66,148,R
M,38,69,200,R
M,47,67,238,L
M,35,62,198,R
M,20,69,200,R
M,54,76,230,R
M,36,67,150,R
M,43,74,250,R
M,43,66,198,R
M,19,70,160,R
M,25,76,217,R
M,20,68,170,L
M,35,70,200,R
M,41,68,215,R
M,23,69,205,R
M,32,71,200,L
M,20,74,186,R
M,41,70,186,R
M,43,71,230,R
M,19,62,138,R
M,19,80,140,R
M,39,70,240,R
M,20,69,168,R
M,48,72,203,R
M,34,73,182,N
M,46,71,180,R
M,19,70,168,L
M,47,69,200,L
M,54,69,200,R
M,41,69,150,R
M,23,67,150,L
M,43,66,194,R
M,38,69,230,R
M,41,73,225,R
M,49,74,250,R
M,37,69,245,R
M,50,69,180,R
M,22,67,148,R
M,48,69,181,R
M,23,74,175,R
M,32,68,160,R
M,24,65,130,R
M,42,68,180,R
M,27,70,190,R
M,23,72,255,L
M,42,70,225,L
M,33,71,220,R
M,24,70,205,R
M,36,72,204,R
M,29,72,192,R
M,41,73,215,L
M,40,75,198,L
M,42,73,225,R
M,41,66,204,R
M,35,71,175,R
M,20,72,190,R
M,34,70,235,L
M,28,63,155,R
M,44,71,210,R
M,31,69,155,R
M,24,68,188,R
M,22,68,140,L
M,20,71,135,R
M,24,74,220,L
M,23,72,187,R
M,39,72,180,L
M,25,70,215,R
M,31,70,169,L
M,22,69,170,L
M,23,68,160,R
M,20,63,136,R
M,25,76,190,R
M,19,71,137,R
M,20,70,150,R
M,43,71,165,R
M,38,68,221,R
M,21,71,137,R
M,19,69,170,R
M,20,70,157,R
M,34,72,190,R
M,45,64,170,R
M,26,70,190,R
M,21,77,280,R
M,19,67,140,R
M,21,72,136,R
M,20,74,235,R
M,24,72,255,R
M,24,69,204,R
M,25,67,161,R
M,33,74,190,R
M,39,66,160,R
M,31,66,170,R
M,40,71,190,R
M,24,70,160,R
M,35,68,180,R
M,21,69,218,R
M,20,66,145,R
M,36,70,206,R
M,19,75,160,R
M,37,67,195,R
M,23,74,180,R
M,44,67,240,R
M,21,69,200,R
M,20,73,165,R
M,25,66,148,L
M,30,75,215,R
M,18,70,165,R
M,18,72,177,L
M,20,69,135,R
M,28,65,150,R
M,28,65,160,R
M,38,67,190,R
M,44,68,200,R
M,37,71,185,R
M,34,70,175,R
M,51,69,220,R
M,24,70,210,R
M,41,69,223,R
M,45,71,170,R
M,45,70,210,R
M,41,72,275,R
M,48,69,178,L
M,31,72,190,L
M,41,70,251,R
M,38,70,203,R
M,42,68,175,R
M,34,68,175,R
M,40,67,220,R
M,42,68,214,R
M,49,73,200,R
M,39,70,196,R
M,36,71,220,R
M,20,70,180,R
M,22,65,163,R
M,21,72,180,R
M,28,69,240,R
M,25,71,280,R
M,42,76,230,R
M,23,69,155,R
M,30,65,145,R
M,36,70,280,R
M,34,70,210,L
M,20,73,170,R
M,41,74,185,R
M,24,75,192,R
M,24,67,184,R
M,20,70,182,R
M,20,68,139,R
M,20,69,185,R
M,21,70,161,L
M,22,69,193,R
M,32,70,235,R
M,30,67,160,R
M,22,69,155,R
M,23,71,250,R
M,35,65,127,N
M,24,66,155,R
M,25,70,222,R
M,19,74,178,L
M,47,70,200,R
M,31,73,190,R
M,31,66,182,R
M,43,71,200,L
M,19,70,195,R
M,26,68,215,R
M,24,66,148,R
M,34,67,170,R
M,37,66,185,R
M,21,75,165,R
M,21,70,165,R
M,19,68,160,R
M,23,70,180,R
M,19,69,210,R
M,21,65,143,R
M,30,69,195,R
M,25,71,195,R
M,32,75,300,R
M,25,73,225,R
M,21,66,135,L
M,19,72,180,R
M,23,73,195,L
M,43,70,198,R
M,31,74,186,L
M,20,72,225,R
M,22,70,201,R
M,44,72,165,R
M,19,70,172,R
M,19,73,175,R
M,23,71,185,R
M,42,74,220,R
M,19,67,150,N
M,18,71,155,R
M,19,71,185,R
M,40,74,246,R
M,31,70,179,R
M,20,70,165,R
M,23,72,160,R
M,36,69,157,R
M,41,79,200,R
M,24,70,215,R
M,23,70,180,R
M,28,70,178,L
M,24,70,177,R
M,41,66,180,R
M,23,66,170,R
M,27,67,165,L
M,35,71,210,R
M,37,66,190,R
M,30,70,198,R
M,42,70,225,R
M,31,70,275,R
M,34,71,225,R
M,26,71,230,R
M,50,67,198,R
M,26,78,257,R
M,28,73,279,R
M,37,72,210,R
M,22,69,165,R
M,23,64,148,R
M,47,66,160,R
M,49,66,175,R
M,42,71,185,R
M,45,70,165,R
M,45,67,200,R
M,25,72,175,R
M,39,70,205,R
M,26,73,234,R
M,19,74,206,R
M,21,67,150,R
M,24,72,212,L
M,22,70,150,R
M,21,70,205,R
M,23,74,196,R
M,20,66,170,L
M,38,65,177,R
M,23,71,236,R
M,32,70,215,R
M,22,71,194,R
M,22,70,170,L
M,21,72,180,R
M,23,64,153,R
M,30,69,180,R
M,36,66,195,L
M,31,72,198,R
M,21,71,170,N
M,30,69,170,R
M,33,72,205,R
M,26,69,155,R
M,25,72,203,N
M,23,74,240,L
M,21,69,150,R
M,27,70,242,R
M,36,68,195,L
M,19,64,145,R
M,18,68,141,R
M,21,70,160,R
M,19,72,203,R
M,34,72,155,R
M,22,72,205,L
M,21,70,144,R
M,24,74,225,L
M,20,74,165,R
M,27,75,195,N
M,19,64,150,R
M,25,67,145,R
M,36,65,150,R
M,25,69,140,R
M,21,70,153,L
M,22,66,155,R
M,23,69,200,R
M,20,66,173,R
M,25,72,190,R
M,26,67,220,R
M,19,72,202,R
M,21,69,175,R
M,35,64,163,R
M,19,74,185,R
M,20,72,185,R
M,28,66,195,R
M,19,75,185,R
M,28,73,220,R
M,24,66,180,R
M,29,81,185,L
M,28,71,206,R
M,33,78,270,R
M,37,69,175,L
M,22,67,140,R
M,37,64,183,R
M,27,74,280,R
M,28,64,154,R
M,48,69,215,R
M,35,68,244,R
M,30,70,170,R
M,19,66,130,R
M,35,71,220,R
M,24,68,164,R
M,29,68,173,R
M,29,68,175,R
M,26,70,230,R
M,23,67,190,R
M,31,70,208,R
M,20,70,190,R
M,33,67,181,R
M,31,69,184,R
M,26,73,160,R
M,22,69,217,R
M,21,70,168,R
M,25,71,250,R
M,27,66,150,R
M,24,68,197,R
M,27,69,190,R
M,32,70,155,L
M,26,68,180,R
M,26,70,162,R
M,39,73,193,R
M,24,73,213,R
M,24,71,185,R
M,20,66,170,R
M,23,69,165,R
M,41,68,170,R
M,22,68,160,R
M,31,66,141,R
M,21,70,165,R
M,30,67,160,R
M,23,67,170,R
M,20,71,190,R
M,21,69,223,N
M,21,67,185,R
M,21,72,180,R
M,21,73,181,R
M,24,73,260,R
M,22,77,215,R
M,21,71,145,R
M,21,69,195,R
M,27,68,170,R
M,19,68,139,L
M,22,67,160,R
M,19,70,145,R
M,27,77,156,N
M,23,72,195,R
M,26,71,174,R
M,20,71,160,R
M,19,71,158,R
M,26,69,145,R
M,26,72,180,R
M,20,72,165,R
M,22,71,200,L
M,23,69,250,R
M,20,72,190,R
M,22,73,200,R
M,23,73,250,R
M,39,69,187,R
M,21,69,153,R
M,21,67,190,R
M,33,67,200,L
M,32,71,187,R
M,40,69,187,L
M,21,66,210,R
M,20,70,170,R
M,26,65,175,R
M,24,70,155,L
M,23,66,160,R
M,34,66,170,R
M,28,74,215,R
M,26,67,200,R
M,26,74,185,L
M,27,68,220,L
M,22,71,170,R
M,30,68,160,R
M,40,75,165,L
M,23,65,160,R
M,24,74,255,R
M,22,68,177,R
M,26,68,194,R
M,21,69,180,R
M,29,74,241,R
M,23,71,160,R
M,38,65,168,R
M,28,67,145,R
M,31,68,186,R
M,29,69,218,R
M,30,65,207,L
M,36,67,200,R
M,26,73,235,L
M,27,71,175,R
M,39,70,185,L
M,31,74,225,R
M,30,70,199,R
M,26,67,198,R
M,40,67,173,R
M,30,68,173,R
M,19,72,160,R
M,26,70,190,R
M,26,66,168,R
M,37,65,158,R
M,22,73,163,R
M,22,68,165,R
M,31,67,174,R
M,28,72,225,L
M,34,68,210,R
M,28,68,181,R
M,27,73,240,R
M,27,70,225,R
M,49,72,218,R
M,31,68,198,L
M,29,66,200,R
M,36,69,168,N
M,20,70,175,R
M,29,65,140,R
M,23,67,142,R
M,20,70,210,R
M,24,74,195,R
M,28,65,150,R
M,21,69,170,R
M,21,71,250,R
M,18,72,135,R
M,19,67,130,R
M,48,70,190,R
M,35,73,235,R
M,20,76,220,R
M,33,66,175,R
M,38,70,190,R
M,34,68,185,R
M,25,72,158,R
M,33,74,170,R
M,20,80,200,R
M,33,72,165,R
M,30,67,145,R
M,34,68,201,R
M,22,70,168,R
M,21,72,178,R
M,25,66,150,R
M,33,68,143,R
M,19,67,180,R
M,44,72,170,R
M,37,67,150,R
M,22,72,185,R
M,21,70,175,R
M,41,72,170,L
M,22,66,230,R
M,51,75,190,R
M,20,72,150,R
M,41,70,186,L
M,47,68,200,R
M,32,69,165,R
M,25,73,185,R
M,25,70,258,R
M,26,66,155,R
M,37,72,229,L
M,39,69,240,L
M,29,70,195,R
M,22,76,224,R
M,22,74,260,R
M,24,75,215,R
M,36,71,147,R
M,24,71,185,R
M,31,71,220,R
M,24,70,155,L
M,28,69,225,R
M,25,80,210,R
M,29,69,174,R
M,27,72,200,R
M,39,66,182,R
M,19,69,150,R
M,26,66,267,R
M,27,71,180,R
M,31,70,170,R
M,28,69,201,R
M,21,66,175,R
M,23,72,192,R
M,26,70,190,R
M,24,68,185,R
M,25,71,247,R
M,27,69,218,R
M,29,73,225,R
M,25,69,170,R
M,34,69,160,R
M,25,69,190,R
M,22,71,135,R
M,25,65,142,R
M,30,69,185,L
M,26,73,175,R
M,22,71,225,R
M,26,71,215,R
M,21,66,145,R
M,19,72,175,R
M,20,70,150,R
M,24,71,202,R
M,24,67,154,R
M,20,67,150,R
M,42,65,170,R
M,25,76,168,R
M,20,68,158,R
M,22,72,160,R
M,23,71,185,R
M,21,71,157,R
M,21,74,170,R
M,24,67,160,R
M,44,68,210,R
M,37,71,203,R
M,21,71,175,R
M,31,69,210,L
M,30,71,185,R
M,23,67,165,R
M,34,69,175,L
M,20,66,155,R
M,33,71,190,R
M,20,67,160,R
M,32,74,220,R
M,26,64,170,R
M,34,70,225,R
M,20,72,215,R
M,22,70,190,R
M,21,72,170,R
M,22,69,162,R
M,22,71,198,R
M,32,71,168,R
M,36,67,174,R
M,19,67,180,R
M,25,72,225,R
M,21,65,180,R
M,21,71,175,R
M,21,66,166,L
M,23,74,175,R
M,27,70,185,R
M,21,65,155,R
M,22,63,150,R
M,26,66,165,R
M,28,70,140,R
M,21,70,192,R
M,32,79,225,R
M,33,70,189,R
M,22,69,172,R
M,24,72,254,R
M,28,70,190,L
M,24,70,230,R
M,24,66,215,R
M,25,71,210,R
M,32,72,190,R
M,20,68,175,R
M,22,72,165,R
M,38,66,160,R
M,32,71,205,R
M,29,69,182,L
M,45,68,174,R
M,27,72,193,R
M,19,66,178,R
M,29,66,144,R
M,26,69,178,R
M,23,71,162,L
M,21,70,212,R
M,30,69,220,N
M,24,73,175,R
M,30,68,208,R
M,26,69,175,L
M,21,67,155,R
M,19,68,165,R
M,23,74,160,R
M,26,69,187,R
M,24,70,145,R
M,25,73,209,L
M,24,68,150,R
M,30,69,182,R
M,20,75,175,R
M,43,66,178,R
M,29,68,180,R
M,28,72,170,R
M,26,68,150,R
M,22,67,150,R
M,27,70,215,R
M,31,69,180,R
M,30,68,200,R
M,26,67,194,L
M,25,72,155,R
M,19,68,165,R
M,23,68,249,R
M,24,71,180,L
M,24,65,150,R
M,33,68,178,R
M,21,74,185,R
M,32,66,207,R
M,23,73,165,R
M,24,72,165,R
M,22,72,180,L
M,21,67,150,R
M,26,65,145,R
M,28,73,171,R
M,19,68,170,L
M,25,72,150,L
M,27,69,171,R
M,27,65,120,R
M,23,67,170,R
M,24,68,187,R
M,20,68,210,R
M,22,64,160,R
M,23,71,180,R
M,23,67,225,R
M,25,68,145,R
M,24,74,193,R
M,22,73,226,R
M,26,67,165,R
M,28,73,200,R
M,37,71,195,R
M,29,67,162,R
M,31,73,200,R
M,23,71,180,L
M,23,70,185,R
M,30,73,180,R
M,30,74,220,R
M,22,68,145,R
M,21,71,160,R
M,27,74,185,R
M,24,76,200,R
M,24,69,175,R
M,24,73,230,R
M,23,67,175,R
M,21,74,175,R
M,19,67,130,R
M,28,72,225,R
M,23,71,200,R
M,23,73,213,R
M,21,69,170,R
M,31,67,163,R
M,28,69,170,R
M,29,71,180,L
M,24,70,162,L
M,35,68,185,R
M,20,74,180,R
M,20,70,170,R
M,22,72,190,R
M,30,67,150,R
M,30,67,198,R
M,26,71,230,L
M,24,67,177,R
M,20,70,173,R
M,25,69,205,R
M,36,69,200,R
M,32,78,240,R
M,26,72,190,R
M,22,70,158,R
M,28,71,157,L
M,31,70,183,R
M,35,67,163,R
M,24,63,155,R
M,19,66,137,L
M,39,72,195,R
M,19,73,215,R
M,21,69,195,R
M,22,67,170,R
M,27,68,178,R
M,24,72,145,R
M,20,73,190,R
M,23,70,165,R
M,28,73,180,R
M,22,74,175,R
M,26,68,155,R
M,18,71,175,R
M,24,71,169,R
M,20,71,180,R
M,20,66,140,R
M,21,67,200,R
M,28,70,165,R
M,32,66,150,R
M,23,68,170,R
M,32,73,245,R
M,23,70,165,R
M,22,72,178,R
M,20,70,209,R
M,20,72,200,R
M,27,69,185,L
M,26,67,165,R
M,25,73,180,R
M,28,70,208,R
M,31,70,170,R
M,40,71,200,R
M,22,71,185,R
M,36,69,165,R
M,24,71,173,R
M,30,66,170,R
M,40,64,160,L
M,34,69,170,R
M,25,68,170,R
M,32,65,178,R
M,41,68,194,R
M,20,73,155,R
M,22,68,190,R
M,28,72,192,R
M,22,65,160,R
M,44,74,194,R
M,21,73,265,R
M,33,69,169,R
M,34,68,150,R
M,31,69,150,R
M,24,69,185,R
M,28,67,135,R
M,33,70,150,R
M,40,68,183,R
M,20,67,129,L
M,25,70,187,R
M,37,75,205,R
M,34,69,170,R
M,21,72,180,R
M,28,74,190,R
M,27,71,210,R
M,21,68,170,R
M,27,72,182,R
M,21,72,195,R
M,21,71,145,R
M,23,73,200,L
M,27,71,245,R
M,23,70,206,L
M,22,71,165,R
M,33,69,220,R
M,21,70,150,L
M,25,72,168,R
M,24,71,174,R
M,28,75,205,R
M,41,74,235,R
M,22,71,197,R
M,39,72,253,R
M,21,65,138,N
M,26,66,140,R
M,28,72,181,R
M,26,69,189,R
M,37,74,257,R
M,27,68,195,R
M,30,66,180,R
M,22,69,170,R
M,31,72,190,R
M,40,73,198,R
M,33,72,160,R
M,31,69,185,R
M,27,70,220,R
M,26,68,200,R
M,38,69,170,N
M,47,66,186,R
M,28,70,175,R
M,41,72,215,R
M,18,76,165,R
M,19,63,125,R
M,25,70,150,R
M,23,73,165,R
M,21,68,165,R
M,18,74,148,R
M,25,66,150,L
M,19,72,190,L
M,20,73,180,R
M,23,67,150,R
M,19,71,165,L
M,26,69,143,R
M,19,70,142,R
M,18,65,155,R
M,18,70,173,R
M,21,68,185,R
M,20,69,170,R
M,27,69,185,R
M,19,65,125,L
M,20,68,200,L
M,18,66,140,R
M,23,66,170,R
M,22,74,173,R
M,23,69,160,R
M,26,63,138,R
M,19,72,205,R
M,20,67,150,R
M,18,67,155,L
M,34,72,169,R
M,20,71,245,R
M,20,72,157,R
M,18,71,190,R
M,19,71,174,R
M,19,67,151,N
M,25,67,135,L
M,20,71,175,R
M,19,69,160,R
M,21,73,200,R
M,18,68,131,R
M,22,72,165,R
M,28,69,170,R
M,20,67,176,R
M,25,75,205,R
M,23,65,150,R
M,18,68,150,R
M,19,73,223,R
M,18,64,150,R
M,19,71,175,R
M,28,72,177,R
M,18,67,200,R
M,23,70,170,R
M,19,74,170,R
M,20,70,210,R
M,19,71,170,R
M,18,75,202,R
M,19,72,170,R
M,23,69,165,R
M,21,72,185,R
M,21,71,175,R
M,21,67,132,R
M,19,70,170,R
M,20,74,180,R
M,19,72,193,R
M,22,73,175,R
M,25,73,187,R
M,20,67,150,R
M,29,69,196,L
M,23,72,230,R
M,27,71,165,L
M,36,72,180,R
M,22,71,195,R
M,21,71,172,R
M,29,73,160,R
M,35,66,150,R
M,23,72,206,R
M,18,70,167,R
M,18,71,178,L
M,19,73,175,R
M,27,70,176,R
M,24,72,190,R
M,26,69,163,R
M,18,71,150,R
M,18,67,147,R
M,21,69,170,R
M,29,67,135,R
M,17,70,182,R
M,20,71,168,R
M,33,74,220,L
M,19,74,190,R
M,23,76,204,R
M,20,69,145,R
M,20,69,150,R
